ID	name	type	URL	description
444	Maria Watches Over Us: Printemps	Q100269041	https://anilist.co/anime/444	マリア様がみてる～春～. 2004 anime by Studio DEEN
445	Tales of Eternia	Q63952888	https://anilist.co/anime/445	テイルズ オブ エターニア THE ANIMATION. 2001 anime by Xebec. Directed by Shigeru Ueda
446	Knight Hunters Eternity	Q100269041	https://anilist.co/anime/446	ヴァイスクロイツ・グリーエン. 2002 anime by ufotable. Directed by Hitoyuki Matsui
447	Knight Hunters	Q100269041	https://anilist.co/anime/447	Weiß kreuz　ヴァイス　クロイツ. 1998 anime by Magic Bus and Plum
448	Tenjho Tenge: The Ultimate Fight	Q113687694	https://anilist.co/anime/448	天上天下ULTIMATE FIGHT. 2005 anime. Directed by Toshifumi Kawase
449	InuYasha the Movie 4: Fire on the Mystic Island	Q20650540	https://anilist.co/anime/449	犬夜叉 紅蓮の蓬莱島. 2004 anime by Sunrise. Directed by Toshiya Shinohara
450	InuYasha the Movie 2: The Castle Beyond the Looking Glass	Q20650540	https://anilist.co/anime/450	犬夜叉 鏡の中の夢幻城. 2002 anime by Sunrise. Directed by Toshiya Shinohara
451	InuYasha the Movie 3: Swords of an Honorable Ruler	Q20650540	https://anilist.co/anime/451	犬夜叉 天下覇道の剣. 2003 anime. Directed by Toshiya Shinohara
452	InuYasha the Movie: Affections Touching Across Time	Q20650540	https://anilist.co/anime/452	犬夜叉 時代を越える想い. 2001 anime by Sunrise. Directed by Toshiya Shinohara
454	.hack//Gift	Q220898	https://anilist.co/anime/454	.hack//GIFT. 2003 anime. Directed by Kouichi Mashimo
455	Fantastic Children	Q100269041	https://anilist.co/anime/455	ファンタジックチルドレン. 2004 anime by Nippon Animation. Directed by Takashi Nakamura
456	Best Student Council	Q63952888	https://anilist.co/anime/456	極上生徒会. 2005 anime by J.C. Staff. Directed by Yoshiaki Iwasaki
457	MUSHI-SHI	Q100269041	https://anilist.co/anime/457	蟲師. 2005 anime by Artland. Directed by Hiroshi Nagahama
458	I Dream of Mimi	Q113687694	https://anilist.co/anime/458	ぶっとび!!CPU. 1997 anime by OLM. Directed by Masamitsu Hidaka
459	ONE PIECE: The Movie	Q20650540	https://anilist.co/anime/459	ONE PIECE (Movie). 2000 anime by Toei Animation. Directed by Junji Shimizu
460	One Piece: Clockwork Island Adventure	Q20650540	https://anilist.co/anime/460	ONE PIECE ねじまき島の冒険. 2001 anime by Toei Animation. Directed by Junji Shimizu
461	One Piece: Chopper’s Kingdom on the Island of Strange Animals	Q20650540	https://anilist.co/anime/461	ONE PIECE 珍獣島のチョッパー王国. 2002 anime. Directed by Junji Shimizu
462	One Piece The Movie: The Dead End Adventure	Q20650540	https://anilist.co/anime/462	ONE PIECE THE MOVIE デッドエンドの冒険. 2003 anime. Directed by Kounosuke Uda
463	One Piece: The Curse of the Sacred Sword	Q20650540	https://anilist.co/anime/463	ONE PIECE 呪われた聖剣. 2004 anime. Directed by Kazuhisa Takenouchi
464	One Piece: Baron Omatsuri and the Secret Island	Q20650540	https://anilist.co/anime/464	ONE PIECE THE MOVIE オマツリ男爵と秘密の島. 2005 anime
465	One Piece: Mega Mecha Soldier of Karakuri Castle	Q20650540	https://anilist.co/anime/465	ONE PIECE THE MOVIE カラクリ城のメカ巨兵. 2006 anime by Toei Animation. Directed by Kounosuke Uda
466	One Piece: Defeat the Pirate Ganzack!	Q220898	https://anilist.co/anime/466	ONE PIECE 倒せ!海賊ギャンザック. 1998 anime by Production I.G. Directed by Gorou Taniguchi
467	Ghost in the Shell: Stand Alone Complex	Q100269041	https://anilist.co/anime/467	攻殻機動隊 STAND ALONE COMPLEX. 2002 anime by Production I.G. Directed by Kenji Kamiyama
468	Ghost in the Shell 2: Innocence	Q20650540	https://anilist.co/anime/468	イノセンス. 2004 anime by Production I.G. Directed by Mamoru Oshii
469	Karin: Chibi Vampire	Q63952888	https://anilist.co/anime/469	かりん. 2005 anime by J.C. Staff
470	Okusama wa Joshikousei	Q63952888	https://anilist.co/anime/470	おくさまは女子高生. 2005 anime by MADHOUSE. Directed by Jun Shishido
471	To Heart 2	Q100269041	https://anilist.co/anime/471	ToHeart2. 2005 anime
472	To Heart	Q100269041	https://anilist.co/anime/472	ToHeart. 1999 anime by OLM
473	Tide-Line Blue	Q100269041	https://anilist.co/anime/473	タイドライン・ブルー. 2005 anime by Telecom Animation Film. Directed by Umanosuke Iida
474	Macross Plus	Q113687694	https://anilist.co/anime/474	マクロスプラス. 1994 anime by Triangle Staff. Directed by Shinichirou Watanabe
475	Hotori: Tada Saiwai wo Koinegau	Q20650540	https://anilist.co/anime/475	ほとり～たださいわいを希う. 2005 anime by Sunrise. Directed by Takashi Annou
476	Skating Rink Kaleidoscope	Q63952888	https://anilist.co/anime/476	銀盤カレイドスコープ. 2005 anime by Karaku. Directed by Shinji Takamatsu
477	ARIA The ANIMATION	Q100269041	https://anilist.co/anime/477	ARIA The ANIMATION. 2005 anime by Hal Film Maker. Directed by Junichi Satou
478	Aquarion	Q100269041	https://anilist.co/anime/478	創聖のアクエリオン. 2005 anime by Satelight. Directed by Shouji Kawamori
479	The Law of Ueki	Q63952888	https://anilist.co/anime/479	うえきの法則. 2005 anime by Studio DEEN. Directed by Hiroshi Watanabe
481	Yu-Gi-Oh!	Q100269041	https://anilist.co/anime/481	遊☆戯☆王　デュエルモンスターズ. 2000 anime by Studio Gallop. Directed by Kunihisa Sugishima
482	Yu-Gi-Oh! GX	Q100269041	https://anilist.co/anime/482	遊☆戯☆王デュエルモンスターズＧＸ. 2004 anime by Studio Gallop. Directed by Hatsuki Tsuji
483	Kurau Phantom Memory	Q63952888	https://anilist.co/anime/483	クラウ ファントムメモリー. 2004 anime by bones. Directed by Yasuhiro Irie
484	Saiyuki Requiem	Q20650540	https://anilist.co/anime/484	劇場版 幻想魔伝最遊記 Requiem 選ばれざる者への鎮魂歌. 2001 anime. Directed by Hayato Date
485	Damekko Doubutsu	Q63952888	https://anilist.co/anime/485	だめっこどうぶつ. 2005 anime by Magic Bus. Directed by Setsuko Shibuichi
486	Kino's Journey	Q100269041	https://anilist.co/anime/486	キノの旅 -the Beautiful World-. 2003 anime by A.C.G.T.. Directed by Ryuutarou Nakamura
487	GIRLS Bravo: second season	Q100269041	https://anilist.co/anime/487	GIRLSブラボー second season. 2005 anime by AIC Spirits. Directed by Ei Aoki
488	Strawberry Marshmallow	Q100269041	https://anilist.co/anime/488	苺ましまろ. 2005 anime by Daume
489	Kamichu!	Q63952888	https://anilist.co/anime/489	かみちゅ!. 2005 anime by Brain's Base. Directed by Kouji Masunari
490	Pani Poni Dash!	Q100269041	https://anilist.co/anime/490	ぱにぽにだっしゅ！. 2005 anime by Shaft. Directed by Akiyuki Shinbou
491	Akahori Gedou Hour Rabuge	Q63952888	https://anilist.co/anime/491	あかほり外道アワーらぶげ. 2005 anime by Radix. Directed by Hitoyuki Matsui
492	Armitage III: Dual Matrix	Q20650540	https://anilist.co/anime/492	アミテージ・ザ・サード DUAL-MATRIX. 2002 anime by AIC. Directed by Makoto Bessho
493	Armitage III: POLY-MATRIX	Q20650540	https://anilist.co/anime/493	アミテージ・ザ・サード POLY-MATRIX. 1996 anime by Pioneer LDC and AIC. Directed by Takuya Satou
495	Sorcerer Hunters	Q100269041	https://anilist.co/anime/495	爆れつハンター. 1995 anime by Xebec. Directed by Kouichi Mashimo
496	The Dagger of Kamui	Q20650540	https://anilist.co/anime/496	カムイの剣. 1985 anime by MADHOUSE and Project Team Argos. Directed by Rintarou
497	YAMIBO: Darkness, the Hat, and Travelers of the Books	Q63952888	https://anilist.co/anime/497	ヤミと帽子と本の旅人. 2003 anime by Studio DEEN. Directed by Yuuji Yamaguchi
498	Hyper Combat Unit Dangaioh	Q113687694	https://anilist.co/anime/498	破邪大星弾劾凰 [ダンガイオー]. 1987 anime by AIC and Artmic. Directed by Toshiki Hirano
499	Demon City Shinjuku	Q220898	https://anilist.co/anime/499	魔界都市〈新宿〉. 1988 anime by MADHOUSE. Directed by Yoshiaki Kawajiri
501	Doraemon	Q100269041	https://anilist.co/anime/501	ドラえもん. 1973 anime
502	Dragon Ball: Curse of the Blood Rubies	Q20650540	https://anilist.co/anime/502	ドラゴンボール 神龍の伝説. 1986 anime by Toei Animation. Directed by Daisuke Nishio
503	The Eternal Aseria	Q113687694	https://anilist.co/anime/503	永遠のアセリア. 2005 anime
504	Fatal Fury: The Motion Picture	Q20650540	https://anilist.co/anime/504	餓狼伝説 -THE MOTION PICTURE-. 1994 anime. Directed by Masami Oobari
505	Twin Princesses of the Wonder Planet	Q100269041	https://anilist.co/anime/505	ふしぎ星の☆ふたご姫. 2005 anime. Directed by Junichi Satou
506	Glass Mask	Q63952888	https://anilist.co/anime/506	ガラスの仮面. 1984 anime by Eiken
507	Gravitation: Lyrics of Love	Q113687694	https://anilist.co/anime/507	グラビテーション OVA. 1999 anime by Plum. Directed by Shinichi Watanabe
508	Hamtaro	Q100269041	https://anilist.co/anime/508	とっとこハム太郎. 2000 anime. Directed by Osamu Nabeshima
509	I My Me! Strawberry Eggs	Q63952888	https://anilist.co/anime/509	あぃまぃみぃ！ストロベリー・エッグ. 2001 anime by TNK. Directed by Yuuji Yamaguchi
510	Kakyuusei 2: Hitomi no Naka no Shoujo-tachi	Q100269041	https://anilist.co/anime/510	下級生２ ～瞳の中の少女たち～. 2004 anime. Directed by Shigenori Kageyama
511	Moeyo Ken	Q63952888	https://anilist.co/anime/511	機動新撰組 萌えよ剣 TV. 2005 anime by Trinet Entertainment and Picture Magic. Directed by Toshikatsu Tokoro
512	Kiki's Delivery Service	Q20650540	https://anilist.co/anime/512	魔女の宅急便. 1989 anime by Studio Ghibli. Directed by Hayao Miyazaki
513	Castle in the Sky	Q20650540	https://anilist.co/anime/513	天空の城ラピュタ. 1986 anime by Studio Ghibli. Directed by Hayao Miyazaki
514	Le Portrait de Petit Cossette	Q113687694	https://anilist.co/anime/514	コゼットの肖像. 2004 anime by Daume. Directed by Akiyuki Shinbou
515	Legend of Crystania: The Motion Picture	Q20650540	https://anilist.co/anime/515	はじまりの冒険者たち レジェンド・オブ・クリスタニア. 1995 anime by Triangle Staff. Directed by Ryuutarou Nakamura
516	Sgt. Frog	Q63952888	https://anilist.co/anime/516	ケロロ軍曹. 2004 anime by Sunrise
517	School Rumble OVA	Q113687694	https://anilist.co/anime/517	スクールランブル一学期補習. 2005 anime by Studio Comet. Directed by Shinji Takamatsu
518	Fairy Princess Minky Momo	Q63952888	https://anilist.co/anime/518	魔法のプリンセス ミンキーモモ. 1982 anime by Ashi Productions. Directed by Kunihiko Yuyama
519	Mahoraba ~HeartfuL days~	Q63952888	https://anilist.co/anime/519	まほらば ~Heartful days~. 2005 anime by J.C. Staff
520	Marmalade Boy Movie	Q20650540	https://anilist.co/anime/520	ママレード・ボーイ (1995). 1995 anime by Toei Animation. Directed by Akinori Yabe
521	Mermaid Melody: Pichi Pichi Pitch	Q100269041	https://anilist.co/anime/521	マーメイドメロディー ぴちぴちピッチ. 2003 anime by SynergySP and Actas. Directed by Yoshitaka Fujimoto
522	Metropolis	Q20650540	https://anilist.co/anime/522	メトロポリス. 2001 anime by MADHOUSE. Directed by Rintarou
523	My Neighbor Totoro	Q20650540	https://anilist.co/anime/523	となりのトトロ. 1988 anime by Studio Ghibli
524	Please☆Twins!: The Summer Never Ends	Q220898	https://anilist.co/anime/524	おねがい☆ツインズ. 2004 anime by Daume
525	Otogi Zoshi: The Legend of Magatama	Q100269041	https://anilist.co/anime/525	お伽草子. 2004 anime by Production I.G
526	Please Save My Earth	Q113687694	https://anilist.co/anime/526	ぼくの地球を守って. 1993 anime by Production I.G. Directed by Kazuo Yamazaki
527	Pokémon	Q100269041	https://anilist.co/anime/527	ポケットモンスター. 1997 anime by OLM. Directed by Masamitsu Hidaka
528	Pokémon: The First Movie	Q20650540	https://anilist.co/anime/528	ポケットモンスター ミュウツーの逆襲. 1998 anime by OLM. Directed by Kunihiko Yuyama
529	She, The Ultimate Weapon	Q63952888	https://anilist.co/anime/529	最終兵器彼女. 2002 anime by GONZO. Directed by Mitsuko Kase
530	Sailor Moon	Q100269041	https://anilist.co/anime/530	美少女戦士セーラームーン. 1992 anime by Toei Animation. Directed by Junichi Satou
531	Sailor Moon R: The Movie	Q20650540	https://anilist.co/anime/531	美少女戦士セーラームーンＲ THE MOVIE. 1993 anime by Toei Animation. Directed by Kunihiko Ikuhara
532	Sailor Moon S	Q100269041	https://anilist.co/anime/532	美少女戦士セーラームーン S. 1994 anime by Toei Animation. Directed by Kunihiko Ikuhara
533	Teacher's Time	Q100269041	https://anilist.co/anime/533	せんせいのお時間. 2004 anime by J.C. Staff. Directed by Yoshiaki Iwasaki
534	The Slayers	Q100269041	https://anilist.co/anime/534	スレイヤーズ. 1995 anime by E&G Films. Directed by Takashi Watanabe
535	The Slayers Next	Q100269041	https://anilist.co/anime/535	スレイヤーズ NEXT. 1996 anime by E&G Films. Directed by Takashi Watanabe
536	Slayers: The Motion Picture	Q20650540	https://anilist.co/anime/536	劇場版 スレイヤーズ. 1995 anime by J.C. Staff. Directed by Hiroshi Watanabe
537	Tekken: The Motion Picture	Q113687694	https://anilist.co/anime/537	鉄拳. 1998 anime by Studio DEEN. Directed by Kunihisa Sugishima
538	Tenchi in Tokyo	Q63952888	https://anilist.co/anime/538	新・天地無用!. 1997 anime by AIC. Directed by Yoshihiro Takamoto
539	Tenchi Muyo! Ryo-Ohki	Q113687694	https://anilist.co/anime/539	天地無用! 魎皇鬼 第1期. 1992 anime by AIC. Directed by Hiroki Hayashi
540	Tenchi Muyo! Ryo-Ohki Season 2	Q113687694	https://anilist.co/anime/540	天地無用! 魎皇鬼 第2期. 1994 anime by AIC. Directed by Kenichi Yatagai
541	Tenchi Muyo! Ryo-Ohki Season 3	Q113687694	https://anilist.co/anime/541	天地無用! 魎皇鬼 第3期. 2003 anime by AIC. Directed by Kenichi Yatagai
543	Vampire Hunter D: Bloodlust	Q20650540	https://anilist.co/anime/543	バンパイアハンターD. 2000 anime by MADHOUSE. Directed by Yoshiaki Kawajiri
544	Venus Wars	Q20650540	https://anilist.co/anime/544	ヴイナス戦記. 1989 anime by Triangle Staff. Directed by Yoshikazu Yasuhiko
545	Wacky Science Fiction Series: Wandaba Style	Q63952888	https://anilist.co/anime/545	妄想科学シリーズ ワンダバスタイル. 2003 anime by TNK. Directed by Yoshihiro Takamoto
546	Wind: a breath of heart (2004)	Q100269041	https://anilist.co/anime/546	Wind -a breath of heart- (2004). 2004 anime
547	Wind: a breath of heart OVA	Q113687694	https://anilist.co/anime/547	Wind -a breath of heart- OVA. 2004 anime. Directed by Tsuneo Tominaga
548	Sky Blue	Q202866	https://anilist.co/anime/548	원더풀 데이즈. 2003 anime. Directed by Moon-saeng Kim
550	Yu☆Gi☆Oh!	Q100269041	https://anilist.co/anime/550	遊☆戯☆王. 1998 anime by Toei Animation. Directed by Hiroyuki Kakudou 
551	Grappler Baki Maximum Tournament	Q100269041	https://anilist.co/anime/551	グラップラー刃牙(バキ) 最大トーナメント編. 2001 anime. Directed by Katsuyoshi Yatabe
552	Digimon: Digital Monsters	Q100269041	https://anilist.co/anime/552	デジモンアドベンチャー. 1999 anime by Toei Animation
553	Descendants of Darkness	Q63952888	https://anilist.co/anime/553	闇の末裔. 2000 anime by J.C. Staff. Directed by Hiroko Tokita
554	Steel Angel Kurumi	Q100269041	https://anilist.co/anime/554	鋼鉄天使くるみ. 1999 anime by OLM. Directed by Naohito Takahashi
555	Steel Angel Kurumi 2	Q100269041	https://anilist.co/anime/555	鋼鉄天使くるみ2式. 2001 anime by OLM. Directed by Naohito Takahashi
556	Steel Angel Kurumi Zero	Q113687694	https://anilist.co/anime/556	鋼鉄天使くるみ零. 2001 anime. Directed by Naohito Takahashi
557	Steel Angel Kurumi Encore	Q113687694	https://anilist.co/anime/557	鋼鉄天使くるみ DVDシングル エピソード. 2000 anime. Directed by Naohito Takahashi
558	Major S2	Q100269041	https://anilist.co/anime/558	メジャー  (第2シリーズ). 2005 anime by Studio Hibari. Directed by Kenichi Kasai
559	RahXephon Interlude: Her and Herself/Thatness and Thereness	Q220898	https://anilist.co/anime/559	ラーゼフォン 間奏曲 / 彼女と彼女自身と 「Thatness And Thereness」. 2003 anime by bones. Directed by Tomoki Kyouda
560	Soukyuu no Fafner: RIGHT OF LEFT - single program	Q1107	https://anilist.co/anime/560	蒼穹のファフナー RIGHT OF LEFT ～single program～. 2005 anime. Directed by Nobuyoshi Habara
561	Sakura Wars	Q63952888	https://anilist.co/anime/561	サクラ大戦. 2000 anime by MADHOUSE. Directed by Ryuutarou Nakamura
562	Sakura Wars: The New Paris	Q113687694	https://anilist.co/anime/562	サクラ大戦『ル・ヌーヴォー・巴里』. 2004 anime by Radix. Directed by Yuusuke Yamamoto
563	DNA²	Q100269041	https://anilist.co/anime/563	Ｄ・Ｎ・Ａ² ～何処かで失くしたあいつのアイツ～. 1994 anime by MADHOUSE and Studio DEEN. Directed by Junichi Sakata
564	Puni Puni Poemy	Q113687694	https://anilist.co/anime/564	ぷにぷに☆ぽえみぃ. 2001 anime by J.C. Staff
565	Steamboy	Q20650540	https://anilist.co/anime/565	スチームボーイ. 2004 anime by Sunrise. Directed by Katsuhiro Ootomo
566	Birdy the Mighty	Q113687694	https://anilist.co/anime/566	鉄腕バーディー. 1996 anime by MADHOUSE. Directed by Yoshiaki Kawajiri
567	The Big O	Q100269041	https://anilist.co/anime/567	THEビッグオー. 1999 anime by Sunrise. Directed by Kazuyoshi Katayama
568	Bubblegum Crisis TOKYO 2040	Q63952888	https://anilist.co/anime/568	バブルガムクライシス TOKYO2040. 1998 anime by AIC
569	The Irresponsible Captain Tylor	Q100269041	https://anilist.co/anime/569	無責任艦長タイラー. 1993 anime by Tatsunoko Production
570	Jin-Roh: The Wolf Brigade	Q20650540	https://anilist.co/anime/570	人狼 JIN-ROH. 2000 anime by Production I.G
571	Moldiver	Q113687694	https://anilist.co/anime/571	モルダイバー. 1993 anime. Directed by Hiroyuki Kitazume
572	Nausicaä of the Valley of the Wind	Q20650540	https://anilist.co/anime/572	風の谷のナウシカ. 1984 anime by Topcraft. Directed by Hayao Miyazaki
573	Saber Marionette J	Q100269041	https://anilist.co/anime/573	セイバーマリオネットJ. 1996 anime by Studio Junio. Directed by Masami Shimoda
574	The Wings of Rean	Q113671041	https://anilist.co/anime/574	リーンの翼. 2005 anime. Directed by Yoshiyuki Tomino
576	Magikano	Q63952888	https://anilist.co/anime/576	マジカノ. 2006 anime. Directed by Seiji Kishi
577	Key Princess Story Eternal Alice Rondo	Q63952888	https://anilist.co/anime/577	鍵姫物語 永久アリス輪舞曲. 2006 anime
578	Grave of the Fireflies	Q20650540	https://anilist.co/anime/578	火垂るの墓. 1988 anime by Studio Ghibli. Directed by Isao Takahata
579	Battle Programmer Shirase	Q63952888	https://anilist.co/anime/579	バトルプログラマーシラセ. 2003 anime by AIC. Directed by Hiroki Hayashi
580	Scorched Bread	Q63952888	https://anilist.co/anime/580	こげぱん. 2001 anime
581	Labyrinth of Flames	Q113687694	https://anilist.co/anime/581	炎のらびりんす. 2000 anime by Studio Fantasia. Directed by Katsuhiko Nishijima
582	Sexy Commando Gaiden: Sugoiyo!! Masaru-san	Q63952888	https://anilist.co/anime/582	セクシーコマンドー外伝 すごいよ!! マサルさん. 1998 anime by Magic Bus. Directed by Akitarou Daichi
584	Noein: To Your Other Self	Q63952888	https://anilist.co/anime/584	ノエイン もうひとりの君へ. 2005 anime by Satelight. Directed by Kazuki Akane
585	Whisper of the Heart	Q20650540	https://anilist.co/anime/585	耳をすませば. 1995 anime by Studio Ghibli
586	Ayakashi: Samurai Horror Tales	Q63952888	https://anilist.co/anime/586	怪～ayakashi～ Japanese Classic Horror. 2006 anime by Toei Animation
587	Looking Up at the Half-Moon	Q63952888	https://anilist.co/anime/587	半分の月がのぼる空. 2006 anime by Group TAC. Directed by Yukihiro Matsushita
588	Itsudatte My Santa!	Q113687694	https://anilist.co/anime/588	いつだってＭｙサンタ！. 2005 anime by TNK. Directed by Noriyuki Nakamura
589	Ginga: Nagareboshi Gin	Q100269041	https://anilist.co/anime/589	銀牙 -流れ星 銀-. 1986 anime by Toei Animation. Directed by Tomoharu Katsumata
590	Guardian Ninja Mamoru	Q63952888	https://anilist.co/anime/590	陰からマモル！. 2006 anime. Directed by Yoshitaka Fujimoto
591	Ah My Buddha!!	Q100269041	https://anilist.co/anime/591	あまえないでよっ!!. 2005 anime by Studio DEEN. Directed by Keitarou Motonaga
592	Popolocrois	Q100269041	https://anilist.co/anime/592	ポポロクロイス. 2003 anime
593	Infinite Ryvius	Q63952888	https://anilist.co/anime/593	無限のリヴァイアス. 1999 anime by Sunrise. Directed by Gorou Taniguchi
594	Naruto: The Lost Story - Mission: Protect the Waterfall Village	Q1107	https://anilist.co/anime/594	NARUTO -ナルト- 滝隠れの死闘 オレが英雄だってばよ！. 2003 anime by Studio Pierrot. Directed by Hayato Date
595	X OVA	Q220898	https://anilist.co/anime/595	エックス. 2001 anime by MADHOUSE
596	Chobits: Chibits - Sumomo, Kotoko Todokeru	Q1107	https://anilist.co/anime/596	ちょびっツ ちびっツ すもも・琴子　届ける. 2003 anime. Directed by Morio Asaka
597	The Cat Returns	Q20650540	https://anilist.co/anime/597	猫の恩返し. 2002 anime by Studio Ghibli. Directed by Hiroyuki Morita
598	Android Kikaider - The Animation	Q100269041	https://anilist.co/anime/598	人造人間キカイダーTHE ANIMATION. 2000 anime by Radix and Studio OX. Directed by Tensai Okamura
599	Phantom Quest Corp.	Q113687694	https://anilist.co/anime/599	幽幻怪社. 1994 anime by MADHOUSE
600	Legend of Duo	Q63952888	https://anilist.co/anime/600	レジェンドオブ・デュオ. 2005 anime by mobanimation
601	Cat Soup	Q220898	https://anilist.co/anime/601	ねこぢる草. 2001 anime by J.C. Staff. Directed by Tatsuo Satou
602	K.O. Beast	Q113687694	https://anilist.co/anime/602	KO世紀 ビースト三獣士. 1992 anime by Animate Film and Zero G Room. Directed by Hiroshi Negishi
603	Precure	Q100269041	https://anilist.co/anime/603	ふたりはプリキュア. 2004 anime by Toei Animation
604	Fancy Lala	Q63952888	https://anilist.co/anime/604	魔法のステージ ファンシーララ. 1998 anime by Studio Pierrot
605	I'm Gonna Be an Angel!	Q63952888	https://anilist.co/anime/605	天使になるもんっ！. 1999 anime by Studio Pierrot. Directed by Hiroshi Nishikiori
606	Carried by the Wind: Tsukikage Ran	Q63952888	https://anilist.co/anime/606	風まかせ月影蘭. 2000 anime by MADHOUSE. Directed by Akitarou Daichi
607	Fairy Musketeers	Q63952888	https://anilist.co/anime/607	おとぎ銃士 赤ずきん. 2006 anime by MADHOUSE
608	Sakura Wars: The Movie	Q20650540	https://anilist.co/anime/608	サクラ大戦 活動写真. 2001 anime by Production I.G. Directed by Mitsuru Hongou
609	Saikano: Another Love Song	Q113687694	https://anilist.co/anime/609	最終兵器彼女Another Love Song. 2005 anime by Studio Fantasia. Directed by Mitsuko Kase
610	Popotan	Q63952888	https://anilist.co/anime/610	ぽぽたん. 2003 anime by Shaft. Directed by Shinichirou Kimura
611	Platonic Chain	Q63952888	https://anilist.co/anime/611	プラトニック・チェーン. 2002 anime
612	PetoPeto-san	Q63952888	https://anilist.co/anime/612	ぺとぺとさん. 2005 anime by Xebec. Directed by Akira Nishimori
613	Onmyou Tai Senki	Q63952888	https://anilist.co/anime/613	陰陽大戦記. 2004 anime
614	Madam is a Magical Girl	Q63952888	https://anilist.co/anime/614	奥さまは魔法少女. 2005 anime by J.C. Staff. Directed by Hiroshi Nishikiori
615	Nurse Witch Komugi	Q113687694	https://anilist.co/anime/615	ナースウィッチ小麦ちゃんマジカルて. 2002 anime by Kyoto Animation and Tatsunoko Production
616	Nurse Angel Ririka SOS	Q63952888	https://anilist.co/anime/616	ナースエンジェルりりかＳＯＳ. 1995 anime by Studio Gallop. Directed by Akitarou Daichi
617	Ninja Scroll	Q20650540	https://anilist.co/anime/617	獣兵衛忍風帖. 1993 anime by MADHOUSE. Directed by Yoshiaki Kawajiri
618	Ninja Scroll: The Series	Q100269041	https://anilist.co/anime/618	獣兵衛忍風帖「龍宝玉篇」. 2003 anime by MADHOUSE. Directed by Tatsuo Satou
619	Ninja Ryuukenden	Q220898	https://anilist.co/anime/619	忍者龍剣伝. 1991 anime by Studio Junio. Directed by Mamoru Kanbe
620	Mermaid Forest (TV)	Q100269041	https://anilist.co/anime/620	高橋留美子劇場 人魚の森. 2003 anime by TMS Entertainment. Directed by Masaharu Okuwaki
621	Nightwalker: The Midnight Detective	Q63952888	https://anilist.co/anime/621	ナイトウォーカー真夜中の探偵. 1998 anime by AIC. Directed by Yutaka Kagawa
622	Sandglass of Summer Colors	Q113687694	https://anilist.co/anime/622	夏色の砂時計. 2004 anime. Directed by Takahiro Okao
623	Nana: Seven of Seven	Q63952888	https://anilist.co/anime/623	七人のナナ. 2002 anime by A.C.G.T.. Directed by Yasuhiro Imagawa
624	Mouse	Q63952888	https://anilist.co/anime/624	マウス. 2003 anime by Studio DEEN
625	Moekan THE ANIMATION	Q113687694	https://anilist.co/anime/625	モエかん THE ANIMATION. 2003 anime
626	Mamotte Shugogetten!	Q100269041	https://anilist.co/anime/626	まもって守護月天！. 1998 anime by Toei Animation. Directed by Yukio Kaizawa
627	Major S1	Q100269041	https://anilist.co/anime/627	メジャー (第1シリーズ). 2004 anime by Studio Hibari. Directed by Kenichi Kasai
629	Magic User's Club!	Q113687694	https://anilist.co/anime/629	魔法使いTai!. 1996 anime by Triangle Staff
630	Magic User's Club! (TV)	Q100269041	https://anilist.co/anime/630	魔法使いTai! (TV). 1999 anime by MADHOUSE and Triangle Staff. Directed by Junichi Satou
631	Mahoromatic Summer Special	Q1107	https://anilist.co/anime/631	まほろまてぃっく 夏のTVスペシャル. 2003 anime by Gainax. Directed by Hiroyuki Yamaga
633	Legend of Basara	Q63952888	https://anilist.co/anime/633	レジェンド オブ バサラ. 1998 anime by KSS. Directed by Yoshihiro Takamoto
634	Koi Kaze	Q63952888	https://anilist.co/anime/634	恋風. 2004 anime by A.C.G.T.. Directed by Takahiro Oomori
635	Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch	Q100269041	https://anilist.co/anime/635	十兵衛ちゃん -ラブリー眼帯の秘密-. 1999 anime by MADHOUSE
636	Jubei Chan the Ninja Girl 2: The Counterattack of Siberia Yagyu	Q100269041	https://anilist.co/anime/636	十兵衛ちゃん2 -シベリア柳生の逆襲-. 2004 anime by MADHOUSE. Directed by Akitarou Daichi
637	Iketeru Futari	Q63952888	https://anilist.co/anime/637	イケてる２人. 1999 anime by J.C. Staff. Directed by Takeshi Yamaguchi
641	Strawberry 100%	Q1107	https://anilist.co/anime/641	いちご100%. 2005 anime
642	Strawberry 100% Special	Q1107	https://anilist.co/anime/642	いちご100%. 2004 anime. Directed by Noriyasu Yamauchi
644	Honey and Clover Specials	Q1107	https://anilist.co/anime/644	ハチミツとクローバー. 2005 anime
645	Hikaru no Go: Hokuto Hai e no Michi	Q1107	https://anilist.co/anime/645	ヒカルの碁 北斗杯への道. 2004 anime by Studio Pierrot. Directed by Tetsuya Endou
646	HAUNTED Junction	Q63952888	https://anilist.co/anime/646	HAUNTED じゃんくしょん. 1997 anime by Studio DEEN. Directed by Yuuji Mutou
647	In a Distant Time OVA	Q113687694	https://anilist.co/anime/647	遙かなる時空の中で 〜紫陽花ゆめ語り〜. 2002 anime by ZEXCS. Directed by Iku Suzuki
648	Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary	Q63952888	https://anilist.co/anime/648	月は東に日は西に〜Operation Sanctuary〜. 2004 anime by Radix
